20	22.9
19.5	23.3
19	24.8
18.5	27.4
18	30.7
17.5	33.7
17.25	34.6
17	34.8
16.75	34.5
16.25	32.1
15.75	28.7
15.5	27.3
15	24.5
14.5	23
14.25	22.6
14	22.6
13.75	22.8
13.5	23.3
12.75	26.5
12.5	28.1
12	32.3
11.5	34
11	34.8
10.75	34.1
10.25	31.4
9.5	26.4
9	24.1
8.5	22.8
8.25	22.6
8	22.8
7.5	23.7
7	25.9
6.5	29
6	32.3
5.5	34.3
5	34.1
4.5	31.7
4	28.1
3.5	25.4
2.5	22.5
2	22.7
1.5	24.2
1	26.5
0.5	29.7
0	32.7
