20	11.64
19.5	11.61
19	12
18.5	12.75
18	13.7
17.5	14.2
17	13.9
16.5	13.02
16	12.1
15.5	11.2
15	10.3
14.5	9.9
14	9.8
13.5	10.2
13	11.2
12.5	12.8
12	14.6
11.5	17.3
11	18.9
10.5	18.7
10	16.6
9.5	14.1
9	12.4
8.5	11.6
8	11.3
7.5	11.6
7	12.2
6.5	13.1
6	13.8
5.5	14.1
5	13.5
4.5	12.6
4	11.6
3.5	10.7
3	10.2
2.5	9.8
2	9.9
1.5	10.6
1	11.7
0.5	13.4
0	15.6
