0	32.8
0.5	29.9
1	27.2
1.5	25.2
2	24.1
2.5	24
3	25.1
3.5	27.2
4	30.2
4.5	33.3
5	35.4
5.25	35.5
5.5	35.5
6	33.2
6.5	30.1
7	27.3
7.5	25.2
7.75	24.6
8	24.4
8.5	24.7
9	26
9.5	28.3
10	31.6
10.5	34
11	35.2
11.25	35.1
11.5	34.5
12	32.2
12.5	29.3
13	26.8
13.25	25.6
13.5	25
13.75	24.4
14	24.3
14.5	24.6
15	25.9
15.5	28.2
16	30.9
16.5	33.3
16.75	34
17	34.1
17.25	33.9
17.75	32.6
18.25	30
19	26.2
19.25	25.4
19.75	24.4
20	24.3
