0	1232
0.5	1136
1	1040
1.5	964
2	925
2.5	926
2.75	942
3	969
3.5	1058
4	1181
4.5	1314
5	1406
5.25	1421
5.5	1409
5.75	1375
6	1323
6.5	1194
7	1072
7.5	983
8	938
8.25	930
8.5	935
8.75	950
9	973
9.5	1056
10	1152
10.5	1247
11	1295
11.25	1286
11.5	1266
11.75	1218
12	1176
12.5	1067
13	974
13.5	912
13.75	898
14	895
14.25	901
14.5	917
15	984
15.5	1098
16	1232
16.5	1334
17	1411
17.25	1401
17.5	1375
18	1264
18.5	1139
19	1037
19.5	971
20	948
